id,timestamp_utc,vessel_id,spare_id,part_code,part_name,component_id,component_code,component_name,component_spare_code,event_type,qty_change,rob_after,user_id,remarks,reference,date_local,tz,place
1515,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4545,MV0001-05089,Cover Seal,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-089,RECEIVE,5,21,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-1202,13-Mar-2025 00:00,UTC,Shanghai
1516,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4547,MV0001-05091,Bonded Seal,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-091,RECEIVE,1,2,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-1195,13-Mar-2025 00:00,UTC,Shanghai
1517,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4590,MV0001-05134,O-Ring,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-134,RECEIVE,2,8,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-8125,13-Mar-2025 00:00,UTC,Shanghai
1518,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4593,MV0001-05137,Initiator,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-137,RECEIVE,1,7,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-0681,13-Mar-2025 00:00,UTC,Shanghai
1519,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4600,MV0001-05144,Piston Bypass Valve,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-144,RECEIVE,2,13,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-6291,13-Mar-2025 00:00,UTC,Shanghai
1520,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4636,MV0001-05180,Lens,COMP-1768374767815-k5anrfi02,554.001,Provision Cooling Compressor Aggregates,SP-554.001-180,RECEIVE,4,25,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-8373,13-Mar-2025 00:00,UTC,Shanghai
1521,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4641,MV0001-05185,Over Current Relay,COMP-1768374767815-k5anrfi02,554.001,Provision Cooling Compressor Aggregates,SP-554.001-185,RECEIVE,1,11,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-1271,13-Mar-2025 00:00,UTC,Shanghai
1522,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4649,MV0001-05193,Nut,COMP-1768374767827-g6k9lk4to,601.016,ME Tiebolts,SP-601.016-193,RECEIVE,5,17,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-4246,13-Mar-2025 00:00,UTC,Shanghai
1523,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4655,MV0001-05199,Locking Wire,COMP-1768374767827-g6k9lk4to,601.016,ME Tiebolts,SP-601.016-199,RECEIVE,5,7,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-3055,13-Mar-2025 00:00,UTC,Shanghai
1524,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4657,MV0001-05201,Nut,COMP-1768374767827-g6k9lk4to,601.016,ME Tiebolts,SP-601.016-201,RECEIVE,5,9,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-5862,13-Mar-2025 00:00,UTC,Shanghai
1525,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4673,MV0001-05217,Bolt,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,SP-601.053-217,RECEIVE,4,25,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-9594,13-Mar-2025 00:00,UTC,Shanghai
1526,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4685,MV0001-05229,Thread End Taper Pin,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,SP-601.053-229,RECEIVE,3,18,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-2884,13-Mar-2025 00:00,UTC,Shanghai
1527,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4702,MV0001-05246,Bolt,COMP-1768374767837-m3bhk56ru,601.059,ME Exhaust Gas Manifolds/Pipes W/Insulation,SP-601.059-246,RECEIVE,3,14,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-1333,13-Mar-2025 00:00,UTC,Shanghai
1528,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4714,MV0001-05258,Hand Trimmer,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-258,RECEIVE,1,8,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-7612,13-Mar-2025 00:00,UTC,Shanghai
1529,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4718,MV0001-05262,Rotor,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-262,RECEIVE,1,6,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-9597,13-Mar-2025 00:00,UTC,Shanghai
1530,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4719,MV0001-05263,Exciter Rotor,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-263,RECEIVE,3,16,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-1837,13-Mar-2025 00:00,UTC,Shanghai
1531,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4744,MV0001-05288,Diode-Reverse Polarity,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-288,RECEIVE,3,21,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-3250,13-Mar-2025 00:00,UTC,Shanghai
1532,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4749,MV0001-05293,Terminal Link,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-293,RECEIVE,3,13,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-6726,13-Mar-2025 00:00,UTC,Shanghai
1533,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4755,MV0001-05299,Automatic Voltage Regulator Anti-Vibration Mounting Assembly,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-299,RECEIVE,3,12,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-2170,13-Mar-2025 00:00,UTC,Shanghai
1534,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4762,MV0001-05306,Cover Non Drive End,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-306,RECEIVE,5,12,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-7746,13-Mar-2025 00:00,UTC,Shanghai
1535,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4775,MV0001-05319,End panel Non Drive End,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-319,RECEIVE,1,4,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-9754,13-Mar-2025 00:00,UTC,Shanghai
1536,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4777,MV0001-05321,Side Panel,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-321,RECEIVE,2,7,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-3118,13-Mar-2025 00:00,UTC,Shanghai
1537,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4788,MV0001-05332,Terminal Link,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-332,RECEIVE,2,14,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-7984,13-Mar-2025 00:00,UTC,Shanghai
1538,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4792,MV0001-05336,Cap Screw,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-336,RECEIVE,5,10,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-2611,13-Mar-2025 00:00,UTC,Shanghai
1539,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4806,MV0001-05350,Non Drive End Bracket,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-350,RECEIVE,4,12,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-3305,13-Mar-2025 00:00,UTC,Shanghai
1540,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4814,MV0001-05358,Foot,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-358,RECEIVE,2,13,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-7658,13-Mar-2025 00:00,UTC,Shanghai
1541,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4839,MV0001-05383,Pump Bed,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-383,RECEIVE,2,18,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-8392,13-Mar-2025 00:00,UTC,Shanghai
1542,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4862,MV0001-05406,Stopper Ring And Set Screw,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-406,RECEIVE,2,18,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-8618,13-Mar-2025 00:00,UTC,Shanghai
1543,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4864,MV0001-05408,Packing Ring,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-408,RECEIVE,1,11,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-8407,13-Mar-2025 00:00,UTC,Shanghai
1544,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4865,MV0001-05409,Packing,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-409,RECEIVE,1,24,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-9081,13-Mar-2025 00:00,UTC,Shanghai
1545,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4870,MV0001-05414,Packing Ring,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-414,RECEIVE,5,24,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-2129,13-Mar-2025 00:00,UTC,Shanghai
1546,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4918,MV0001-05462,Bearing,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-462,RECEIVE,5,17,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-0033,13-Mar-2025 00:00,UTC,Shanghai
1547,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4920,MV0001-05464,Snap Ring,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-464,RECEIVE,2,13,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-0006,13-Mar-2025 00:00,UTC,Shanghai
1548,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4930,MV0001-05474,Anode Rods,COMP-1768374767914-980b44ij3,278.010.02,Impressed Current Systems No.02,SP-278.010.01-474,RECEIVE,2,15,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-8241,13-Mar-2025 00:00,UTC,Shanghai
1549,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4941,MV0001-05485,Release & Lifting Gear,COMP-1768374767812-t7u0ew84e,501.002,Covered Lifeboats,SP-501.002-485,RECEIVE,1,8,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-0993,13-Mar-2025 00:00,UTC,Shanghai
1550,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4953,MV0001-05497,Piston Ring,COMP-1768374767967-jb4k6wuji,554.003.02,Compressors W/Drive Unit No.02,SP-554.003.01-497,RECEIVE,2,7,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from Pacific Marine Parts at Shanghai,PO-2025-8731,13-Mar-2025 00:00,UTC,Shanghai
2043,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5106,MV0001-05650,O-Ring,COMP-1768374767841-28lhyy6ri,601.060,ME Crankshafts,SP-601.060-650,CONSUME,-1,9,3rd Engineer,Consumed during maintenance - UWO-702.005.02-2025-761,UWO-702.005.02-2025-761,13-Mar-2025,UTC,
2044,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5500,MV0001-06044,Friction Pulley,COMP-1768374767795-1qyq8qvkb,721.001.02,Main Sw Cooling Pumps No.02,SP-721.001.01-1044,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - UWO-702.005.02-2025-761,UWO-702.005.02-2025-761,13-Mar-2025,UTC,
2045,2025-03-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5385,MV0001-05929,Electric Wire,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-929,CONSUME,-1,4,3rd Engineer,Consumed during maintenance - UWO-702.005.02-2025-761,UWO-702.005.02-2025-761,13-Mar-2025,UTC,
330,2025-03-12 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4676,MV0001-05220,Bolt,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,SP-601.053-220,CONSUME,-1,0,228b5256-5bd2-4bf3-826f-c6fe76571449,Consumed for WO WO-601.053-2025-469,WO-601.053-2025-469,12-Mar-2025 00:00,UTC,
329,2025-03-09 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4907,MV0001-05451,Packing Ring,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-451,CONSUME,-1,4,228b5256-5bd2-4bf3-826f-c6fe76571449,Consumed for WO WO-653.003.06-2025-377,WO-653.003.06-2025-377,09-Mar-2025 00:00,UTC,
2432,2025-03-09 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5191,MV0001-05735,Bolt,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-735,CONSUME,-2,3,4th Engineer,Consumed during maintenance - MKR-IN-00072-285.001.08-2025-241,MKR-IN-00072-285.001.08-2025-241,09-Mar-2025,UTC,
2602,2025-03-09 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4994,MV0001-05538,Parallel Key,COMP-1768374767967-jb4k6wuji,554.003.02,Compressors W/Drive Unit No.02,SP-554.003.01-538,CONSUME,-1,2,4th Engineer,Consumed during maintenance - MKR-IN-00072-285.001.07-2025-227,MKR-IN-00072-285.001.07-2025-227,09-Mar-2025,UTC,
328,2025-03-06 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4645,MV0001-05189,Crinket,COMP-1768374767818-ckg4kqu6q,601.001,"Main Diesel Engine, Compl.",SP-601.001-189,CONSUME,-1,2,977621de-77d7-4892-ae27-adaebcc27d0b,Consumed for WO UWO-651.002-2025-470,UWO-651.002-2025-470,06-Mar-2025 00:00,UTC,
2005,2025-03-06 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5225,MV0001-05769,Hose Band,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-769,CONSUME,-1,4,2nd Engineer,Consumed during maintenance - UWO-651.002-2025-470,UWO-651.002-2025-470,06-Mar-2025,UTC,
2006,2025-03-06 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5180,MV0001-05724,Oil Gauge Retainer,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-724,CONSUME,-1,4,2nd Engineer,Consumed during maintenance - UWO-651.002-2025-470,UWO-651.002-2025-470,06-Mar-2025,UTC,
2946,2025-03-05 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4684,MV0001-05228,Tongued Washer,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,SP-601.053-228,CONSUME,-1,3,2nd Engineer,Consumed during maintenance - WO-601.053-2025-443,WO-601.053-2025-443,05-Mar-2025,UTC,
2947,2025-03-05 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4676,MV0001-05220,Bolt,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,SP-601.053-220,CONSUME,-2,0,2nd Engineer,Consumed during maintenance - WO-601.053-2025-443,WO-601.053-2025-443,05-Mar-2025,UTC,
327,2025-03-04 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4515,MV0001-05059,Nut,COMP-1768374767799-zs6hrf8cm,401.005,Rudders W/Nozzle,SP-401.005-059,CONSUME,-2,0,480b40d0-04bd-4590-a936-2f879b867977,Consumed for WO UWO-652.018-2025-708,UWO-652.018-2025-708,04-Mar-2025 00:00,UTC,
2453,2025-03-04 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5532,MV0001-06076,Nut,COMP-1768374767795-1qyq8qvkb,721.001.02,Main Sw Cooling Pumps No.02,SP-721.001.01-1076,CONSUME,-1,4,2nd Engineer,Consumed during maintenance - UWO-652.018-2025-708,UWO-652.018-2025-708,04-Mar-2025,UTC,
2454,2025-03-04 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5247,MV0001-05791,Upper Disc,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-791,CONSUME,-2,3,2nd Engineer,Consumed during maintenance - UWO-652.018-2025-708,UWO-652.018-2025-708,04-Mar-2025,UTC,
2219,2025-03-02 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5024,MV0001-05568,Piston Ring,COMP-1768374767967-jb4k6wuji,554.003.02,Compressors W/Drive Unit No.02,SP-554.003.01-568,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - WO-651.003.01-2025-341,WO-651.003.01-2025-341,02-Mar-2025,UTC,
2037,2025-02-28 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5321,MV0001-05865,Lining Boss,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-865,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - WO-702.005.02-2025-267,WO-702.005.02-2025-267,28-Feb-2025,UTC,
2038,2025-02-28 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5341,MV0001-05885,Socket Set Screw,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-885,CONSUME,-1,4,3rd Engineer,Consumed during maintenance - WO-702.005.02-2025-267,WO-702.005.02-2025-267,28-Feb-2025,UTC,
2820,2025-02-27 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4754,MV0001-05298,Automatic Voltage Regulator Access Cover,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-298,CONSUME,-2,3,2nd Engineer,Consumed during maintenance - MKR-IN-00017-653.020.05-2025-147,MKR-IN-00017-653.020.05-2025-147,27-Feb-2025,UTC,
2283,2025-02-24 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5156,MV0001-05700,O-Ring,COMP-1768374768505-jktu58f2h,653.020.07,AE3 Crankcase Doors W/Safety Valve No.07,SP-651.020.01-700,CONSUME,-2,1,4th Engineer,Consumed during maintenance - MKR-IN-00018-653.020.07-2025-150,MKR-IN-00018-653.020.07-2025-150,24-Feb-2025,UTC,
2284,2025-02-24 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5159,MV0001-05703,"Rubber Ring, Upper",COMP-1768374768505-jktu58f2h,653.020.07,AE3 Crankcase Doors W/Safety Valve No.07,SP-651.020.01-703,CONSUME,-1,4,4th Engineer,Consumed during maintenance - MKR-IN-00018-653.020.07-2025-150,MKR-IN-00018-653.020.07-2025-150,24-Feb-2025,UTC,
2638,2025-02-24 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4761,MV0001-05305,Non Drive End Bracket,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-305,CONSUME,-1,4,2nd Engineer,Consumed during maintenance - UWO-651.007.05-2025-485,UWO-651.007.05-2025-485,24-Feb-2025,UTC,
2106,2025-02-22 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4845,MV0001-05389,Bearing Inner Case,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-389,CONSUME,-2,3,2nd Engineer,Consumed during maintenance - MKR-IN-00080-652.002.03-2025-625,MKR-IN-00080-652.002.03-2025-625,22-Feb-2025,UTC,
2508,2025-02-22 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5252,MV0001-05796,O-Ring,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-796,CONSUME,-2,3,4th Engineer,Consumed during maintenance - MKR-IN-00063-601.004.01-2025-302,MKR-IN-00063-601.004.01-2025-302,22-Feb-2025,UTC,
2509,2025-02-22 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5055,MV0001-05599,Bolt And Nut,COMP-1768374767994-apqr6kc7v,601.002.06,ME Cylinder Covers W/Valves No.06,SP-601.002.01-599,CONSUME,-1,4,4th Engineer,Consumed during maintenance - MKR-IN-00063-601.004.01-2025-302,MKR-IN-00063-601.004.01-2025-302,22-Feb-2025,UTC,
2853,2025-02-21 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5131,MV0001-05675,Crank Pin Metal Assembly,COMP-1768374768462-uelez69lg,653.004.06,AE3 Pistons And Connecting Rod No.06,SP-651.004.01-675,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - UWO-601.002.04-2025-751,UWO-601.002.04-2025-751,21-Feb-2025,UTC,
326,2025-02-17 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4763,MV0001-05307,Bearing O-Ring Non Drive End,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-307,CONSUME,-1,1,056a433e-b880-43c6-9d59-b1cfe71a4014,Consumed for WO WO-702.005.02-2025-265,WO-702.005.02-2025-265,17-Feb-2025 00:00,UTC,
2488,2025-02-14 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5095,MV0001-05639,O-Ring,COMP-1768374768201-mvmpi8w24,601.026.06,ME Hp Fuel Pumps No.06,SP-601.026.01-639,CONSUME,-1,4,Chief Engineer,Consumed during maintenance - MKR-IN-00080-652.002.01-2025-605,MKR-IN-00080-652.002.01-2025-605,14-Feb-2025,UTC,
2489,2025-02-14 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5427,MV0001-05971,Cylinder,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-971,CONSUME,-1,4,Chief Engineer,Consumed during maintenance - MKR-IN-00080-652.002.01-2025-605,MKR-IN-00080-652.002.01-2025-605,14-Feb-2025,UTC,
2490,2025-02-14 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5262,MV0001-05806,Pilot Valve,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-806,CONSUME,-1,4,Chief Engineer,Consumed during maintenance - MKR-IN-00080-652.002.01-2025-605,MKR-IN-00080-652.002.01-2025-605,14-Feb-2025,UTC,
1471,2025-02-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4468,MV0001-05012,O-Ring,COMP-1768374767799-zs6hrf8cm,401.005,Rudders W/Nozzle,SP-401.005-012,RECEIVE,2,10,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from MarineSpares Int. at Colombo,PO-2025-1660,13-Feb-2025 00:00,UTC,Colombo
1472,2025-02-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4472,MV0001-05016,Deck Seal,COMP-1768374767799-zs6hrf8cm,401.005,Rudders W/Nozzle,SP-401.005-016,RECEIVE,4,11,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from MarineSpares Int. at Colombo,PO-2025-6017,13-Feb-2025 00:00,UTC,Colombo
1473,2025-02-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4475,MV0001-05019,O-Ring,COMP-1768374767799-zs6hrf8cm,401.005,Rudders W/Nozzle,SP-401.005-019,RECEIVE,3,11,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from MarineSpares Int. at Colombo,PO-2025-5026,13-Feb-2025 00:00,UTC,Colombo
1474,2025-02-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4510,MV0001-05054,DK Seal Base Plate,COMP-1768374767799-zs6hrf8cm,401.005,Rudders W/Nozzle,SP-401.005-054,RECEIVE,2,5,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from MarineSpares Int. at Colombo,PO-2025-8210,13-Feb-2025 00:00,UTC,Colombo
1475,2025-02-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4523,MV0001-05067,Hexagon High Strength Bolt,COMP-1768374767799-zs6hrf8cm,401.005,Rudders W/Nozzle,SP-401.005-067,RECEIVE,5,11,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from MarineSpares Int. at Colombo,PO-2025-4245,13-Feb-2025 00:00,UTC,Colombo
1476,2025-02-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4539,MV0001-05083,Rudder Angle Scale,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-083,RECEIVE,4,10,228b5256-5bd2-4bf3-826f-c6fe76571449,Received from MarineSpares Int. at Colombo,PO-2025-3644,13-Feb-2025 00:00,UTC,Colombo
